code_id,code_name,symbol,timeframe,risk_model,period_start,period_end,is_oos,trades,win_rate_pct,profit_factor,net_profit_pct,max_dd_pct,avg_r,verdict,notes
1,utbot,XAUUSD,1h,native_flip,2026-06-11,2026-07-11,IS,50,42.0,1.02,0.18,-4.0,,borderline,"1-month window, costs included"
2,alphatrend,XAUUSD,1h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,9,0.0,0.0,-0.14,-0.13,-2.056,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,1h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,9,22.2,0.06,-0.12,-0.12,-1.833,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,1h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,9,22.2,0.01,-0.16,-0.16,-1.456,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,1h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,9,22.2,0.16,-0.14,-0.15,-1.233,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,1h,native_flip,2026-06-11,2026-07-11,IS,8,62.5,3.29,6.39,-2.63,,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,1h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,10,0.0,0.0,-0.18,-0.16,-2.5,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,1h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,10,0.0,0.0,-0.18,-0.16,-2.5,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,1h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,10,0.0,0.0,-0.23,-0.21,-1.9,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,1h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,10,0.0,0.0,-0.23,-0.21,-1.9,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,1h,native_flip,2026-06-11,2026-07-11,IS,9,33.3,1.01,-0.04,-5.03,,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,4h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,14,0.0,0.0,-0.2,-0.18,-1.929,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,4h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,14,28.6,0.08,-0.17,-0.15,-1.643,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,4h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,14,28.6,0.02,-0.22,-0.2,-1.329,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,4h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,14,28.6,0.23,-0.18,-0.15,-1.043,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,4h,native_flip,2026-06-11,2026-07-11,IS,13,46.2,0.52,-4.88,-4.83,,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,4h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,4,0.0,0.0,-0.03,-0.03,-1.0,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,4h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,4,75.0,0.57,-0.01,-0.02,-0.25,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,4h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,4,75.0,0.15,-0.02,-0.02,-0.4,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,4h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,4,75.0,1.66,0.02,-0.02,0.35,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,4h,native_flip,2026-06-11,2026-07-11,IS,3,33.3,0.6,-1.66,-2.18,,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,4h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.09,-0.07,-2.5,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,4h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.09,-0.07,-2.5,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,4h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.11,-0.09,-1.9,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,4h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.11,-0.09,-1.9,insufficient_n,"1-month window, costs included"
3,macross,XAUUSD,4h,native_flip,2026-06-11,2026-07-11,IS,4,25.0,0.29,-4.37,-3.22,,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,1d,fx_sl3_rr1,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.03,-0.02,-1.167,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,1d,fx_sl3_rr2,2026-06-11,2026-07-11,IS,3,66.7,0.4,-0.01,-0.02,-0.5,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,1d,fx_sl5_rr1,2026-06-11,2026-07-11,IS,3,66.7,0.1,-0.02,-0.02,-0.567,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,1d,fx_sl5_rr2,2026-06-11,2026-07-11,IS,3,66.7,1.15,0.0,-0.02,0.1,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,1d,native_flip,2026-06-11,2026-07-11,IS,2,0.0,0.0,-3.98,-0.9,,insufficient_n,"1-month window, costs included"
2,alphatrend,XAUUSD,1d,fx_sl3_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,XAUUSD,1d,fx_sl3_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,XAUUSD,1d,fx_sl5_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,XAUUSD,1d,fx_sl5_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,XAUUSD,1d,native_flip,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,XAUUSD,1d,fx_sl3_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,XAUUSD,1d,fx_sl3_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,XAUUSD,1d,fx_sl5_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,XAUUSD,1d,fx_sl5_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,XAUUSD,1d,native_flip,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
